"date","mkt_rf","smb","hml","rmw","cma","rf"
"1982-08-31",0.1112518052,-0.0413008909,0.0096525690,-0.0166634129,0.0013122029,0.0077283636
"1982-09-30",0.0127511856,0.0241090593,0.0018593196,0.0211802855,-0.0013785993,0.0050521144
"1982-10-31",0.1120391993,0.0154901687,-0.0326786064,0.0019031671,-0.0030837959,0.0058964932
"1982-11-30",0.0464365675,0.0414628651,-0.0196640716,-0.0085313370,0.0016076828,0.0063189360
"1982-12-31",0.0059553539,-0.0017546839,-0.0016429900,0.0001642841,0.0096384910,0.0068422450
"1983-01-31",0.0354951322,0.0313877072,-0.0080550176,-0.0143596297,-0.0042798010,0.0069529169
"1983-02-28",0.0258354913,0.0269453097,0.0049202835,-0.0045507332,0.0091619614,0.0060975422
"1983-03-31",0.0284416863,0.0134378416,0.0202007129,-0.0011922261,0.0269556935,0.0062284786
"1983-04-30",0.0662550957,0.0044805732,0.0048462918,-0.0017369264,0.0145601716,0.0072246773
"1983-05-31",0.0053950927,0.0619235326,-0.0127636703,-0.0175036955,-0.0145265640,0.0069529169
"1983-06-30",0.0303191916,0.0107558316,-0.0373183759,0.0248113635,-0.0080059525,0.0066208316
"1983-07-31",-0.0407426662,0.0093691231,0.0579598287,-0.0008301093,0.0294503228,0.0074260688
"1983-08-31",-0.0051452386,-0.0430567612,0.0565811270,0.0050820860,0.0192419007,0.0076176154
"1983-09-30",0.0091264076,0.0021875572,0.0100471891,0.0118420672,0.0056854638,0.0075872782
"1983-10-31",-0.0342704447,-0.0394222338,0.0536038960,-0.0083066223,0.0311797198,0.0075872782
"1983-11-30",0.0217097078,0.0178738082,-0.0063483909,-0.0049233497,0.0061653810,0.0069529169
"1983-12-31",-0.0181251145,-0.0050027512,0.0169504169,0.0154846424,0.0123365499,0.0071643284
"1984-01-31",-0.0199682261,-0.0004487648,0.0784433245,-0.0102087949,0.0304067824,0.0075872782
"1984-02-29",-0.0478397726,-0.0173091512,0.0359289536,0.0098108342,0.0160735548,0.0072246773
"1984-03-31",0.0062884179,-0.0033140780,0.0043740418,-0.0093881280,0.0106272315,0.0072852113
"1984-04-30",-0.0050722478,-0.0104703580,0.0124880843,0.0331872716,0.0075828942,0.0082320177
"1984-05-31",-0.0593304046,0.0004926654,0.0017665394,0.0251721913,-0.0057376837,0.0077283636
"1984-06-30",0.0178628955,-0.0003855080,-0.0253190914,0.0304080725,-0.0145513043,0.0075872782
"1984-07-31",-0.0270767088,-0.0230181716,0.0052347275,0.0384505052,-0.0226129907,0.0082220200
"1984-08-31",0.1018415531,-0.0035278047,-0.0179405953,-0.0080740346,-0.0086943994,0.0083128716
"1984-09-30",-0.0079870843,-0.0008864256,0.0544736026,0.0144731235,0.0253607824,0.0085847160
"1984-10-31",-0.0084363901,-0.0143044195,0.0059420501,0.0118431256,-0.0117911617,0.0099369208
"1984-11-30",-0.0174387405,-0.0110897337,0.0405037838,0.0087030520,0.0205519996,0.0073757821
"1984-12-31",0.0182337487,-0.0063373961,-0.0000595328,0.0102025866,-0.0136000048,0.0064194934
"1985-01-31",0.0793694516,0.0311675491,-0.0491453829,-0.0075989397,-0.0322908403,0.0063994647
"1985-02-28",0.0120768105,0.0081876711,-0.0042664981,0.0146647598,0.0114956405,0.0057154162
"1985-03-31",-0.0082687821,-0.0153128602,0.0414664682,0.0120280856,0.0295549487,0.0061076935
"1985-04-30",-0.0095387955,-0.0012626743,0.0381077075,0.0160055352,0.0070631408,0.0071643284
"1985-05-31",0.0505849486,-0.0223260138,-0.0087672889,0.0125444853,-0.0136026180,0.0066208316
"1985-06-30",0.0127387959,0.0012877334,0.0036775037,0.0167105744,-0.0091377493,0.0056149211
"1985-07-31",-0.0073824019,0.0305748849,-0.0162296211,-0.0025158405,0.0001027481,0.0061781443
"1985-08-31",-0.0100924183,-0.0038689500,0.0233027305,-0.0009123404,0.0193393420,0.0055144616
"1985-09-30",-0.0450308268,-0.0186424138,0.0137186443,0.0135742473,0.0149477084,0.0060975422
"1985-10-31",0.0399374630,-0.0158024603,0.0083130755,0.0077022130,-0.0107272789,0.0064598741
"1985-11-30",0.0645386199,-0.0007373732,-0.0272773869,0.0024827684,-0.0223918884,0.0060171308
"1985-12-31",0.0385327794,-0.0046215081,-0.0145098651,0.0097051112,-0.0169646716,0.0065302207
"1986-01-31",0.0067098393,0.0091350576,0.0056689666,-0.0196575727,-0.0206849196,0.0055144616
"1986-02-28",0.0710089180,-0.0080792334,-0.0087308420,0.0108310575,-0.0125887672,0.0053334277
"1986-03-31",0.0485087528,-0.0060828450,-0.0041461546,0.0085997368,0.0092551831,0.0060171308
"1986-04-30",-0.0130521881,0.0285227635,-0.0286997339,0.0299625798,0.0004467077,0.0052933269
"1986-05-31",0.0461427311,-0.0130107378,-0.0010655956,0.0199427663,0.0109262136,0.0048411252
"1986-06-30",0.0102396913,-0.0090200489,0.0131284311,0.0186038043,0.0082973570,0.0052631458
"1986-07-31",-0.0642568440,-0.0375862245,0.0507074700,-0.0056403649,0.0057625238,0.0052933269
"1986-08-31",0.0604061578,-0.0411894322,0.0337167597,-0.0165429314,0.0305129365,0.0046301782
"1986-09-30",-0.0854209563,0.0202545985,0.0348684507,-0.0014300563,0.0390248449,0.0044192733
"1986-10-31",0.0464009095,-0.0226616750,-0.0131804556,0.0013521961,0.0082449001,0.0046101342
"1986-11-30",0.0117409031,-0.0192605179,-0.0002544234,0.0105278677,0.0066743766,0.0039975501
"1986-12-31",-0.0327320958,0.0006070488,0.0032455510,0.0090180180,-0.0003503691,0.0048511968
"1987-01-31",0.1241269251,-0.0146143977,-0.0289568304,0.0020810820,-0.0103440159,0.0042084106
"1987-02-28",0.0440028953,0.0323414695,-0.0561917373,-0.0082980815,-0.0263492227,0.0043790577
"1987-03-31",0.0160114392,0.0015702614,0.0158240800,0.0136605172,0.0393360567,0.0046302014
"1987-04-30",-0.0208598986,-0.0170892339,-0.0036664752,-0.0049393112,0.0126163199,0.0044192733
"1987-05-31",0.0011925445,-0.0069744912,0.0003840751,0.0054950972,0.0129645832,0.0038068668
"1987-06-30",0.0386883052,-0.0223645529,0.0101949672,0.0165801429,0.0079790865,0.0048511968
"1987-07-31",0.0381297872,-0.0107160182,0.0066646928,-0.0048156115,0.0149104144,0.0046302014
"1987-08-31",0.0349127266,-0.0098936964,-0.0091767774,0.0200489057,-0.0152087432,0.0046301782
"1987-09-30",-0.0260596257,0.0026648112,0.0018998069,-0.0088088991,0.0191911879,0.0044192733
"1987-10-31",-0.2312303699,-0.1184943622,0.0477365524,0.0281684539,0.0298500585,0.0059568703
"1987-11-30",-0.0773897560,0.0283939117,0.0330640950,-0.0206498563,0.0066351141,0.0034054966
"1987-12-31",0.0678148819,-0.0018921670,-0.0426557956,0.0294562352,-0.0222401837,0.0039674934
"1988-01-31",0.0421355013,-0.0088958949,0.0475196199,-0.0104079949,0.0194204622,0.0030042788
"1988-02-29",0.0477462012,0.0311079956,-0.0151842798,0.0146818995,0.0002519072,0.0046100649
"1988-03-31",-0.0223703526,0.0632473020,0.0077335887,-0.0019243345,0.0188983888,0.0043791455
"1988-04-30",0.0057656612,0.0092867644,0.0160976358,-0.0016106583,0.0194511523,0.0046100649
"1988-05-31",-0.0027533205,-0.0265121274,0.0242231586,-0.0074904435,0.0034674713,0.0050521144
"1988-06-30",0.0473913507,0.0196096932,-0.0104895553,0.0135532010,-0.0310717739,0.0048511968
"1988-07-31",-0.0124085517,-0.0028721452,0.0228110700,-0.0058945372,0.0146882264,0.0050118928
"1988-08-31",-0.0329754120,-0.0006318871,0.0206291765,-0.0070900917,0.0176013461,0.0059971340
"1988-09-30",0.0329370969,-0.0130882639,-0.0066411864,0.0165144980,-0.0049322920,0.0061076935
"1988-10-31",0.0115397737,-0.0295916634,0.0172672400,0.0146551345,0.0101204703,0.0061076935
"1988-11-30",-0.0224696678,-0.0168069200,0.0124069095,-0.0030169737,0.0163873678,0.0056853352
"1988-12-31",0.0148215464,0.0183774012,-0.0165038470,0.0067943367,-0.0035318863,0.0063189360
"1989-01-31",0.0606186964,-0.0208933010,0.0049628134,-0.0095840984,0.0014556965,0.0054742194
"1989-02-28",-0.0222720371,0.0267042929,0.0082913633,-0.0079818628,0.0198505706,0.0060975422
"1989-03-31",0.0154254487,0.0068150129,0.0041780608,0.0002866111,0.0071945137,0.0066208316
"1989-04-30",0.0427958166,-0.0069909094,-0.0136244566,0.0070012533,-0.0044269419,0.0068220089
"1989-05-31",0.0330769243,-0.0009948730,-0.0082120766,0.0048910583,-0.0011370765,0.0079500096
"1989-06-30",-0.0134646938,-0.0110625302,0.0217552856,0.0021865365,0.0152742524,0.0070637049
"1989-07-31",0.0713849841,-0.0374323288,-0.0263132044,0.0192530672,-0.0055021801,0.0070233240
"1989-08-31",0.0145445868,0.0036205512,0.0074897760,0.0028748732,-0.0055079489,0.0073859653
"1989-09-30",-0.0074776324,0.0038919146,-0.0132558617,0.0138579923,0.0065878497,0.0066207320
"1989-10-31",-0.0363221188,-0.0359240912,-0.0123479209,0.0003386188,-0.0001411649,0.0068422450
"1989-11-30",0.0099309042,-0.0134907966,-0.0109977188,-0.0093923671,0.0145717898,0.0069529169
"1989-12-31",0.0115852744,-0.0227561900,0.0022575138,-0.0005315359,0.0135146306,0.0060171308
"1990-01-31",-0.0779711286,-0.0152029074,0.0092426399,-0.0118869332,0.0148435435,0.0057356427
"1990-02-28",0.0111688500,0.0113268572,0.0061595472,-0.0018230816,-0.0059062441,0.0057154162
"1990-03-31",0.0179794925,0.0159880858,-0.0279244095,0.0214644256,-0.0096893466,0.0063994647
"1990-04-30",-0.0334468121,-0.0043092482,-0.0262365585,0.0181249746,-0.0098968020,0.0068220089
"1990-05-31",0.0841498968,-0.0225379268,-0.0341125273,0.0150658945,-0.0141372306,0.0068422450
"1990-06-30",-0.0108531833,0.0132697288,-0.0194065786,-0.0097872078,-0.0036180069,0.0063189360
"1990-07-31",-0.0189509110,-0.0333443599,0.0000729292,-0.0025555317,0.0316073842,0.0067415476
"1990-08-31",-0.1007564697,-0.0417336994,0.0142437824,-0.0044731636,0.0312995865,0.0064598741
"1990-09-30",-0.0609810036,-0.0402106162,0.0071109548,-0.0016318677,0.0396333266,0.0059064620
"1990-10-31",-0.0188787210,-0.0527416595,0.0008599127,0.0303126887,-0.0069776078,0.0069228179
"1990-11-30",0.0631897148,-0.0013278122,-0.0297705280,0.0081724379,-0.0440879296,0.0056853352
"1990-12-31",0.0244488117,0.0053587724,-0.0149404515,0.0281273008,-0.0195135334,0.0060171308
"1991-01-31",0.0467603058,0.0361190225,-0.0192562821,0.0155517137,-0.0393165210,0.0050722387
"1991-02-28",0.0716116515,0.0364725785,-0.0053435984,-0.0020656378,-0.0024003594,0.0047607027
"1991-03-31",0.0263423616,0.0371084131,-0.0119736946,-0.0035687570,-0.0094953389,0.0044092082
"1991-04-30",-0.0026175083,0.0023093952,0.0142715196,0.0058516900,0.0066746938,0.0052933269
"1991-05-31",0.0364905408,0.0010229316,-0.0066728684,0.0205569463,-0.0235698923,0.0046302014
"1991-06-30",-0.0493204352,0.0015545323,0.0124282421,0.0185216829,0.0063804736,0.0042083896
"1991-07-31",0.0422330363,-0.0096314163,-0.0123829346,0.0156851333,-0.0139675449,0.0048511968
"1991-08-31",0.0233716168,0.0140674209,-0.0072532425,0.0083992711,-0.0050435673,0.0046302014
"1991-09-30",-0.0156114949,0.0151427662,-0.0106849601,-0.0176728722,0.0004529807,0.0046100649
"1991-10-31",0.0126800737,0.0091600207,-0.0039689702,-0.0166114510,-0.0027309110,0.0041482075
"1991-11-30",-0.0420548667,-0.0090178706,-0.0205497254,0.0108062732,0.0010208597,0.0040076091
"1991-12-31",0.1084973253,-0.0221900038,-0.0357734262,0.0326407902,-0.0282836262,0.0037868118
"1992-01-31",-0.0058105143,0.0928794779,0.0441219269,-0.0123890652,0.0299060068,0.0033052027
"1992-02-29",0.0107439075,0.0130402343,0.0631658705,0.0010444963,0.0201074577,0.0028538508
"1992-03-31",-0.0265794022,-0.0089433638,0.0371764889,-0.0006310569,0.0197522148,0.0033052027
"1992-04-30",0.0107292034,-0.0564796112,0.0436872520,0.0170946923,0.0229605444,0.0031547295
"1992-05-31",0.0030359915,0.0019709042,0.0119030074,-0.0097890767,0.0041637734,0.0028037271
"1992-06-30",-0.0233916239,-0.0277100714,0.0362024279,-0.0005432282,0.0107016542,0.0033052027
"1992-07-31",0.0377012410,-0.0060892647,-0.0052329289,0.0135305779,-0.0070033433,0.0030845318
"1992-08-31",-0.0237946874,-0.0042364003,-0.0097786169,0.0391914516,-0.0161894275,0.0025230263
"1992-09-30",0.0115768567,0.0046104427,-0.0025309326,0.0161906140,-0.0053490839,0.0025230263
"1992-10-31",0.0101534651,0.0196879783,-0.0197222441,0.0127405118,-0.0080208641,0.0022023115
"1992-11-30",0.0411026093,0.0374847640,-0.0138337673,-0.0073091427,-0.0180121510,0.0024027380
"1992-12-31",0.0155521807,0.0162232557,0.0251337133,-0.0040418211,0.0066958460,0.0028639073
"1993-01-31",0.0092817049,0.0207994438,0.0593833663,-0.0173178107,0.0278835906,0.0024027380
"1993-02-28",0.0011410893,-0.0339572366,0.0659376380,-0.0051426002,0.0407589847,0.0022824641
"1993-03-31",0.0230815739,-0.0002133517,0.0123297055,-0.0012674175,0.0088887737,0.0025330637
"1993-04-30",-0.0302222606,-0.0086702888,0.0262290310,-0.0359459232,0.0153554587,0.0023125428
"1993-05-31",0.0287594569,0.0179976318,-0.0334342211,-0.0001639905,-0.0116443409,0.0022023005
"1993-06-30",0.0031373272,0.0008640484,0.0259332050,-0.0095954376,0.0108841784,0.0026433291
"1993-07-31",-0.0036024900,0.0087929669,0.0286622420,-0.0180759883,0.0201457759,0.0023125428
"1993-08-31",0.0373651972,0.0011560999,0.0012236899,-0.0149342161,0.0001409518,0.0024227972
"1993-09-30",-0.0014380612,0.0297706146,-0.0025320201,0.0023839527,-0.0013837494,0.0025230263
"1993-10-31",0.0141693098,0.0189537116,-0.0272656564,0.0055780794,0.0061762546,0.0023125428
"1993-11-30",-0.0187803265,-0.0129587977,-0.0075962958,0.0226815372,-0.0107452256,0.0025230263
"1993-12-31",0.0163235700,0.0136980667,0.0029651247,0.0111295942,-0.0026384825,0.0022023115
"1994-01-31",0.0287416534,-0.0000813239,0.0110213721,-0.0154201502,0.0135462658,0.0025230263
"1994-02-28",-0.0253469004,0.0270285430,-0.0161981460,0.0226248910,-0.0105663186,0.0020920704
"1994-03-31",-0.0477953293,-0.0115085592,0.0175776668,0.0056736656,0.0135518780,0.0027636463
"1994-04-30",0.0068014178,-0.0103142536,0.0167721302,0.0107034818,0.0106474627,0.0026633543
"1994-05-31",0.0065658620,-0.0246116686,0.0051452901,0.0063676947,0.0061412762,0.0031547295
"1994-06-30",-0.0303082718,-0.0058282622,0.0183762599,0.0117349516,0.0161588224,0.0030845318
"1994-07-31",0.0279251040,-0.0180733744,0.0061680080,-0.0062982594,0.0006234564,0.0028037271
"1994-08-31",0.0398711425,0.0130897768,-0.0233069545,0.0089083209,-0.0131693956,0.0036864841
"1994-09-30",-0.0229556957,0.0282709044,-0.0196539053,0.0050906663,0.0093147041,0.0035760755
"1994-10-31",0.0133161097,-0.0226557099,-0.0166312426,0.0018768615,-0.0066325904,0.0037868118
"1994-11-30",-0.0400548594,0.0005772062,-0.0081000355,0.0048831945,-0.0048414437,0.0037868118
"1994-12-31",0.0086105805,0.0007276542,-0.0024850242,0.0048860381,0.0026968397,0.0044192733
"1995-01-31",0.0179142414,-0.0306346825,0.0260331917,0.0006486799,-0.0076359396,0.0042084106
"1995-02-28",0.0358031345,-0.0048537212,0.0103989332,0.0064776731,-0.0037425395,0.0039975501
"1995-03-31",0.0218364015,-0.0052645933,-0.0210565982,-0.0005429082,0.0013526232,0.0046101342
"1995-04-30",0.0210204222,-0.0027808936,0.0169513719,0.0021779378,0.0094677098,0.0043790577
"1995-05-31",0.0288308689,-0.0216551583,0.0214286188,0.0034606580,0.0002395528,0.0052933269
"1995-06-30",0.0268562259,0.0290331570,-0.0245172788,-0.0023163702,-0.0230610103,0.0046302014
"1995-07-31",0.0370330494,0.0200673736,-0.0161287964,0.0023685812,-0.0166061981,0.0046100649
"1995-08-31",0.0055166503,0.0174242169,0.0290279286,-0.0114822883,0.0156157376,0.0046101342
"1995-09-30",0.0333552395,-0.0189734016,0.0000673958,0.0098784468,0.0033551656,0.0044092082
"1995-10-31",-0.0149066188,-0.0411566497,-0.0043300301,0.0187824339,-0.0011859366,0.0046302014
"1995-11-30",0.0392977722,-0.0108668093,0.0060244085,-0.0051421629,0.0106226469,0.0042084106
"1995-12-31",0.0100384798,0.0062889927,0.0021945998,-0.0137197442,0.0299292803,0.0048109598
"1996-01-31",0.0226192765,-0.0248961938,0.0023793370,0.0019598738,0.0221183914,0.0041883497
"1996-02-29",0.0132274664,0.0168737051,-0.0105378468,0.0018641504,-0.0175047705,0.0040076091
"1996-03-31",0.0072133510,0.0157216972,0.0042425587,0.0141283125,-0.0095296901,0.0039975901
"1996-04-30",0.0207781121,0.0456492159,-0.0392259806,-0.0009564626,-0.0207335997,0.0046301782
"1996-05-31",0.0235008140,0.0301581036,-0.0090600399,0.0012479441,-0.0029928975,0.0041883497
"1996-06-30",-0.0116736132,-0.0358061667,0.0237244999,0.0345028379,0.0109145493,0.0040076091
"1996-07-31",-0.0593851130,-0.0401181107,0.0543654278,0.0314439981,0.0263767426,0.0044092523
"1996-08-31",0.0277778576,0.0248303397,-0.0078905740,-0.0045173936,-0.0239611700,0.0041883497
"1996-09-30",0.0498081752,-0.0134891239,-0.0265516822,0.0126506589,-0.0205046298,0.0044092082
"1996-10-31",0.0088969315,-0.0376635627,0.0495182286,0.0161956864,0.0294740732,0.0041482075
"1996-11-30",0.0622857068,-0.0358833754,0.0136826132,0.0191411550,-0.0062534558,0.0040076091
"1996-12-31",-0.0166734600,0.0310355596,0.0117326695,0.0039437275,0.0144747909,0.0046301782
"1997-01-31",0.0496625653,-0.0184482452,-0.0151284422,0.0120187013,-0.0031051764,0.0044092523
"1997-02-28",-0.0049776525,-0.0270586501,0.0589583958,0.0068483628,0.0347124888,0.0038068478
"1997-03-31",-0.0503210351,-0.0059644671,0.0360904384,0.0045425708,0.0172673158,0.0042083896
"1997-04-30",0.0402943511,-0.0562450433,0.0005039406,0.0339217603,-0.0093751507,0.0044092523
"1997-05-31",0.0669001202,0.0439023553,-0.0369508866,-0.0089185444,-0.0262010152,0.0048411252
"1997-06-30",0.0406347073,0.0102004508,0.0140631173,0.0062430557,0.0052945954,0.0037868118
"1997-07-31",0.0729854308,-0.0262406346,0.0024760365,0.0006535591,-0.0240742015,0.0041883497
"1997-08-31",-0.0411978590,0.0783582079,0.0117304349,-0.0098073561,-0.0005830125,0.0042084106
"1997-09-30",0.0533255888,0.0220603394,0.0022646706,-0.0143797377,-0.0085254399,0.0044192733
"1997-10-31",-0.0381226662,-0.0073081060,0.0205320746,0.0106611645,0.0179413167,0.0041482075
"1997-11-30",0.0294802587,-0.0498246721,0.0125544405,0.0288299466,0.0156533227,0.0039975501
"1997-12-31",0.0133533879,-0.0211928628,0.0395398894,0.0074731085,0.0186910805,0.0048511968
"1998-01-31",0.0015746955,-0.0134442152,-0.0165463204,0.0087494077,-0.0085136127,0.0042083896
"1998-02-28",0.0701153825,0.0001887133,-0.0059806427,-0.0028296540,-0.0226326395,0.0039975501
"1998-03-31",0.0473119046,-0.0061762613,0.0130534034,-0.0030393454,-0.0047090662,0.0039674934
"1998-04-30",0.0071349468,-0.0004703357,0.0082488100,-0.0165380202,-0.0028234690,0.0042084106
"1998-05-31",-0.0306312262,-0.0306657475,0.0350078091,0.0113066089,0.0258256212,0.0040076091
"1998-06-30",0.0321094326,-0.0362235337,-0.0187429839,-0.0028589944,-0.0297911152,0.0041883497
"1998-07-31",-0.0244676542,-0.0543737330,-0.0170170379,0.0188170879,0.0054968838,0.0039674934
"1998-08-31",-0.1606448037,-0.0611476549,0.0441498844,0.0415245868,0.0693505277,0.0042084106
"1998-09-30",0.0618719312,-0.0112091194,-0.0341720176,-0.0160092072,-0.0296562680,0.0046301782
"1998-10-31",0.0708622903,-0.0307467720,-0.0256026848,0.0059906653,-0.0036116513,0.0033052027
"1998-11-30",0.0604365416,0.0056063301,-0.0298348865,-0.0108593736,-0.0116255696,0.0030042788
"1998-12-31",0.0610892437,-0.0152711193,-0.0398917612,-0.0054237717,-0.0323447145,0.0037466835
"1999-01-31",0.0347578396,-0.0073811140,-0.0482676299,-0.0259594116,-0.0652037775,0.0036161798
"1999-02-28",-0.0407937654,-0.0542187512,0.0184098311,-0.0122786176,0.0416534038,0.0036161798
"1999-03-31",0.0346791855,-0.0415268488,-0.0280133085,-0.0376038207,-0.0143904219,0.0041482075
"1999-04-30",0.0432820122,0.0444002396,0.0184077946,-0.0232847640,0.0065418898,0.0037868118
"1999-05-31",-0.0241970278,0.0353980300,0.0244486396,0.0072905291,0.0333058889,0.0034054966
"1999-06-30",0.0485283976,0.0225079645,-0.0388810828,0.0078769203,-0.0336350437,0.0039674934
"1999-07-31",-0.0352674513,0.0255265485,-0.0047683794,0.0047508401,0.0311897188,0.0037868118
"1999-08-31",-0.0125382374,-0.0199876103,-0.0175126251,-0.0044978981,0.0027187081,0.0039674934
"1999-09-30",-0.0277580867,0.0264486694,-0.0372436350,-0.0064226013,-0.0120818026,0.0037868118
"1999-10-31",0.0611461482,-0.0691746256,-0.0326339130,-0.0176284600,-0.0117319230,0.0037868118
"1999-11-30",0.0343839065,0.0554347920,-0.0557755550,-0.0378509065,-0.0159313723,0.0035760755
"1999-12-31",0.0770271049,0.0496029463,-0.0735574671,-0.0669014180,-0.0492653651,0.0044092523
"2000-01-31",-0.0470869437,0.0434868657,-0.0183771680,-0.0616149717,0.0467175541,0.0042083896
"2000-02-29",0.0253288647,0.1763941780,-0.0776834318,-0.1553600920,-0.0130303602,0.0044092082
"2000-03-31",0.0486633821,-0.1383797338,0.0735082526,0.1164490518,-0.0152077530,0.0046101342
"2000-04-30",-0.0637355328,-0.0529097704,0.0789076526,0.0714489382,0.0551415868,0.0045698630
"2000-05-31",-0.0435892676,-0.0428649284,0.0472677744,0.0409524157,0.0074043386,0.0050722387
"2000-06-30",0.0468859134,0.0971652864,-0.0755862268,-0.0725431988,-0.0328471753,0.0039674934
"2000-07-31",-0.0258305278,-0.0110712716,0.0851755739,0.0608963934,0.0270428027,0.0048109598
"2000-08-31",0.0707466689,-0.0093366508,-0.0144015035,-0.0294342203,0.0047953742,0.0050722641
"2000-09-30",-0.0543476996,-0.0003228494,0.0760020900,0.0266954478,0.0673584388,0.0050118928
"2000-10-31",-0.0278777048,-0.0300823913,0.0546572903,0.0949235366,0.0426371837,0.0055144616
"2000-11-30",-0.1073865629,-0.0069184816,0.1380451737,0.1547979062,0.0949059004,0.0050521144
"2000-12-31",0.0119321811,0.0309448352,0.0690552759,0.0150750801,0.0524850086,0.0050118928
"2001-01-31",0.0335916297,0.0534995142,-0.0548756528,-0.0558270966,-0.0696473030,0.0054742194
"2001-02-28",-0.1005974423,0.0291944292,0.1388595514,0.1024776015,0.1075126317,0.0038068478
"2001-03-31",-0.0726257982,0.0223261383,0.0663717702,0.0333225474,0.0387473552,0.0041883497
"2001-04-30",0.0794826908,-0.0080146515,-0.0496261262,-0.0357695710,-0.0418430981,0.0040076091
"2001-05-31",0.0067307022,0.0341898098,0.0312821783,0.0016005024,0.0203859187,0.0033052027
"2001-06-30",-0.0195438186,0.0682146294,-0.0139747609,0.0132988766,-0.0193928610,0.0027335519
"2001-07-31",-0.0206952310,-0.0308189744,0.0587761887,0.0783038330,0.0307412789,0.0029441197
"2001-08-31",-0.0640849822,0.0281255998,0.0252389897,0.0412769021,0.0681853831,0.0029942796
